Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIALUP,FIBRAOPTICA,4G,3G,TELEFONIAFIJA,WIRELESS,SATELITAL
Mendoza,Maipú,Cruz de Piedra,0,0,0,1,1,1,1,1,0
Mendoza,Maipú,El Pedregal,0,0,0,0,0,0,0,1,0
Neuquen,Collón Curá,Piedra del Águila,0,0,1,0,1,1,1,0,1
Neuquen,Collón Curá,Santo Tomás,0,0,0,0,0,0,1,0,1
Neuquen,Confluencia,11 de Octubre,1,0,0,1,1,1,1,0,0
Neuquen,Confluencia,Arroyito,0,0,0,0,1,1,0,1,0
Neuquen,Confluencia,Barrio Ruca Luhé,0,0,0,1,0,0,1,0,0
Neuquen,Confluencia,Centenario,1,1,0,1,1,1,1,1,1
Neuquen,Confluencia,Cutral Có,1,0,1,1,1,1,0,1,1
Neuquen,Confluencia,El Chocón,0,0,0,0,0,0,0,1,1
Neuquen,Confluencia,Mari Menuco,0,0,0,0,1,1,0,1,0
Neuquen,Huiliches,Junín de los Andes,1,1,1,1,1,1,1,1,1
Jujuy,SANTA BARBARA,El Piquete,1,0,0,0,1,1,1,1,0
Jujuy,SANTA BARBARA,El Talar,0,0,0,0,0,0,1,1,1
Jujuy,SANTA BARBARA,Palma Sola,0,0,0,0,1,0,1,1,1
Jujuy,SANTA BARBARA,Puente Lavayén,0,0,0,0,0,0,0,0,0
Jujuy,SANTA BARBARA,Santa Clara,1,0,0,0,1,1,1,1,1
Jujuy,SANTA BARBARA,Vinalito,0,0,0,0,0,0,0,1,0
Jujuy,Santa Catalina,Casira,0,0,0,1,0,0,0,0,0
Jujuy,Santa Catalina,Ciénega,0,0,0,1,0,0,0,0,0
Jujuy,Santa Catalina,Cieneguillas,0,0,0,1,0,0,0,0,0
Jujuy,Santa Catalina,Cusi Cusi,0,0,0,1,0,0,0,0,0
Jujuy,Santa Catalina,El Angosto,0,0,0,0,0,0,0,0,0
Jujuy,Santa Catalina,La Ciénega,0,0,0,0,0,0,0,0,0
Jujuy,Santa Catalina,Misarrumi,0,0,0,0,0,0,0,0,1
Jujuy,Santa Catalina,Oratorio,0,0,0,1,0,0,0,0,0
Jujuy,Santa Catalina,Paicone,0,0,0,1,0,0,0,0,0
Jujuy,Santa Catalina,San Juan de Oros,0,0,0,0,0,0,0,0,0
Jujuy,Santa Catalina,Santa Catalina,0,0,0,1,0,0,0,0,1
Jujuy,Santa Catalina,Yoscaba,0,0,0,0,0,0,0,0,0
Jujuy,Susques,Catua,0,0,0,1,0,0,0,0,0
Jujuy,Susques,Coranzuli,0,0,0,1,0,0,0,0,0
Jujuy,Susques,El Toro,0,0,0,1,0,0,0,0,1
Jujuy,Susques,Huáncar,0,0,0,1,0,0,0,0,0
Jujuy,Susques,Jama,0,0,0,1,0,0,0,0,0
La Pampa,Realicó,Embajador Martini,1,0,0,1,1,0,1,1,1
La Pampa,Realicó,Falucho,0,0,0,0,0,0,1,1,1
La Pampa,Realicó,Ingeniero Luiggi,0,0,0,1,1,1,1,1,1
La Pampa,Realicó,Ojeda,0,0,0,0,0,0,0,1,0
La Pampa,Realicó,Realicó,1,0,1,1,1,1,1,1,1
La Pampa,Toay,Cachirulo,0,0,0,0,1,1,0,0,0
La Pampa,Toay,Naicó,0,0,0,0,0,0,0,0,0
La Pampa,Toay,Toay,1,1,0,1,1,1,1,1,1
La Pampa,Trenel,Arata,0,0,0,1,1,1,1,1,1
La Pampa,Trenel,Metileo,0,0,0,0,1,1,1,1,1
La Pampa,Trenel,Trenel,1,1,0,0,1,1,1,1,1
La Pampa,Utracán,Ataliva Roca,0,0,0,1,1,1,1,1,1
La Pampa,Utracán,Chacharramendi,0,0,0,0,1,0,1,1,1
La Pampa,Utracán,Colonia Santa María,0,0,1,1,0,0,1,1,0
La Pampa,Utracán,General Acha,1,1,0,1,1,1,1,1,1
La Pampa,Utracán,Quehué,0,0,0,1,0,0,1,1,1
La Pampa,Utracán,Unanué,0,0,0,1,0,0,0,1,0
La Rioja,Arauco,Aimogasta,1,1,0,1,1,1,1,1,1
La Rioja,Arauco,Arauco,0,0,0,0,0,0,0,0,0
La Rioja,Arauco,Bañado de los Pantanos,0,0,0,0,0,0,0,0,0
La Rioja,Arauco,Estación Mazán,0,0,0,0,1,0,0,1,1
La Rioja,Arauco,Machigasta,0,0,0,0,1,1,0,0,0
La Rioja,Arauco,San Antonio,0,0,0,0,1,0,0,0,0
La Rioja,Arauco,Termas de Santa Teresita,0,0,0,0,0,0,0,0,0
La Rioja,Arauco,Villa Mazán,0,0,0,0,0,0,1,1,0
La Rioja,General Belgrano,Loma Blanca,0,0,0,0,1,0,0,0,1
La Rioja,Capital,La Rioja,1,1,1,1,1,1,1,1,1
La Rioja,Castro Barros,Aminga,0,1,0,1,0,0,1,1,0
La Rioja,Castro Barros,Anillaco,0,1,0,1,1,0,1,0,1
La Rioja,Castro Barros,Anjullón,0,1,0,1,0,0,1,1,0
La Rioja,Castro Barros,Chuquis,0,1,0,0,0,0,0,0,0
La Rioja,Castro Barros,Los Molinos,0,1,0,0,0,0,0,1,0
La Rioja,Castro Barros,Pinchas,0,1,0,0,0,0,0,1,0
La Rioja,Castro Barros,San Pedro,0,1,0,0,0,0,1,1,0
La Rioja,Castro Barros,Santa Vera Cruz,0,0,0,0,0,0,0,1,0
La Rioja,Chamical,Chamical,1,1,0,1,1,1,1,1,1
La Rioja,Chamical,Polco,0,0,0,0,0,0,0,0,0
La Rioja,Chilecito,Anguinan,0,0,0,0,0,0,0,0,0
La Rioja,Chilecito,Chilecito,1,1,0,1,1,1,1,1,0
La Rioja,Chilecito,Colonia Anguinán,0,1,0,1,0,0,1,1,0
La Rioja,Chilecito,Colonia Catinzaco,0,0,0,0,0,0,0,0,0
La Rioja,Chilecito,Colonia Malligasta,0,0,0,0,0,0,0,0,0
La Rioja,Chilecito,Colonia Vichigasta,0,0,0,0,0,0,0,0,1
La Rioja,Chilecito,Guanchín,0,0,0,0,0,0,0,1,0
La Rioja,Chilecito,La Puntilla,0,0,0,0,0,0,0,0,0
La Rioja,Chilecito,Los Sarmientos,0,0,0,0,1,0,0,0,0
La Rioja,Chilecito,Malligasta,0,0,0,0,0,0,1,1,0
La Rioja,Chilecito,Miranda,0,0,0,0,0,0,0,0,0
La Rioja,Chilecito,Nonogasta,1,1,0,1,1,1,1,1,1
La Rioja,Chilecito,San Miguel,0,0,0,0,0,0,0,0,0
La Rioja,Chilecito,San Nicolás,0,0,0,0,0,0,0,1,0
La Rioja,Chilecito,Santa Florentina,0,0,0,0,0,0,0,1,0
La Rioja,Chilecito,Sañogasta,0,0,0,0,1,1,1,1,0
La Rioja,Chilecito,Tilimuqui,0,0,0,0,0,0,0,1,0
La Rioja,Chilecito,Vichigasta,1,0,0,1,1,1,1,1,1
La Rioja,Coronel Felipe Varela,Aicuña,0,0,0,0,0,0,0,1,0
La Rioja,Coronel Felipe Varela,Guandacol,1,1,0,1,1,0,1,0,1
La Rioja,Coronel Felipe Varela,Los Palacios,0,0,0,0,1,0,0,1,0
Jujuy,San Antonio,Loteo Navea,0,0,0,1,0,0,0,0,0
Jujuy,San Antonio,Nuestra Señora del Rosario,0,0,0,0,0,0,0,0,0
Jujuy,San Antonio,San Antonio,1,1,0,0,0,0,1,0,1
Jujuy,San Pedro,Arrayanal,0,0,0,0,0,0,0,0,0
Jujuy,San Pedro,Arroyo Colorado,0,0,0,0,0,0,0,0,0
Jujuy,San Pedro,Don Emilio,0,0,0,0,0,0,0,1,0
Jujuy,San Pedro,El Acheral,0,0,0,0,0,0,0,0,0
Jujuy,San Pedro,El Puesto,0,0,0,0,0,0,0,0,0
Jujuy,San Pedro,El Quemado,0,0,0,0,0,0,0,0,0
Jujuy,San Pedro,La Esperanza,0,0,0,0,1,0,0,1,1
Jujuy,San Pedro,La Manga,0,0,0,0,0,0,0,0,0
Jujuy,San Pedro,La Mendieta,0,0,0,0,1,1,1,1,1
Jujuy,San Pedro,Miraflores,0,0,0,0,0,0,0,0,0
Jujuy,San Pedro,Palos Blancos,0,0,0,0,0,0,0,0,0
Jujuy,San Pedro,Parapetí,0,0,0,0,0,0,0,0,0
Jujuy,San Pedro,Piedritas,0,0,0,0,0,0,0,0,0
Jujuy,San Pedro,Rodeito,0,0,0,0,1,1,0,0,0
Jujuy,San Pedro,Rosario de Río Grande,0,0,0,0,0,0,0,1,0
Jujuy,San Pedro,San Antonio,0,0,0,0,0,0,0,0,0
Jujuy,San Pedro,San Lucas,0,0,0,0,1,1,0,1,0
Jujuy,San Pedro,San Pedro (Est. San Pedro de Jujuy),1,1,0,1,0,0,1,1,1
Jujuy,San Pedro,Sauzal,0,0,0,0,0,0,0,0,0
Jujuy,SANTA BARBARA,El Fuerte,0,0,0,0,1,0,0,0,1
Jujuy,Susques,Mina Providencia,0,0,0,1,0,0,0,0,0
Salta,Grl. José de San Martín,Aguaray,1,1,0,1,1,0,1,1,1
Salta,Grl. José de San Martín,Campamento Vespucio,1,0,0,1,1,0,1,0,1
Salta,Grl. José de San Martín,Campichuelo,0,0,0,0,1,0,0,0,0
Salta,Grl. José de San Martín,Campo Durán,0,0,0,1,1,0,0,0,0
Salta,Grl. José de San Martín,Capiazuti,0,0,0,0,1,0,0,0,0
Salta,Grl. José de San Martín,Carboncito,0,0,0,0,0,0,0,0,0
Salta,Grl. José de San Martín,Coronel Cornejo,1,0,0,1,1,0,1,0,1
Salta,Grl. José de San Martín,Dragones,0,0,0,1,1,0,1,1,1
Salta,Grl. José de San Martín,Embarcación,1,1,0,1,1,1,1,0,1
Salta,Grl. José de San Martín,General Ballivián,0,0,0,1,1,0,0,0,1
Salta,Grl. José de San Martín,General Mosconi,1,0,0,1,1,1,1,1,1
Salta,Grl. José de San Martín,Hickman,0,0,0,0,1,0,0,0,0
Salta,Grl. José de San Martín,Misión Chaqueña,0,0,0,0,1,0,0,0,0
Salta,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín,0,0,0,0,1,1,0,0,0
Mendoza,Guaymallén,BERMEJO,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,BUENA NUEVA,0,0,0,1,1,1,0,0,1
Mendoza,Guaymallén,Capilla Del Rosario,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,COLONIA SEGOVIA,0,0,0,0,1,1,0,0,0
Mendoza,Guaymallén,Colonia Segovia,0,0,0,1,1,1,0,1,0
Mendoza,Guaymallén,DORREGO,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,EL SAUCE,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,GENERAL BELGRANO,0,0,0,0,1,1,0,0,0
Mendoza,Guaymallén,Guaymallén,1,1,1,1,1,1,1,1,0
Mendoza,Guaymallén,JESUS NAZARENO,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,KILOMETRO 11 (GUAYMALLEN),0,0,0,0,0,0,0,0,0
Mendoza,Guaymallén,La Primavera,0,0,0,0,0,0,0,1,0
Mendoza,Guaymallén,LAS CAÑAS,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,Los Corralitos,1,0,1,0,1,1,1,1,1
Mendoza,Las Heras,Panquehua,0,0,0,1,1,1,0,0,0
Mendoza,Las Heras,Papagayos,0,0,0,0,1,1,0,0,1
Mendoza,Las Heras,Polvaredas,0,0,0,0,0,0,0,0,0
Mendoza,Las Heras,Puente del Inca,0,0,0,0,1,1,0,0,1
Mendoza,Las Heras,Punta de Vacas,0,0,0,0,0,0,0,0,0
Mendoza,Las Heras,Sierras De Encalada,0,0,0,0,1,1,0,0,0
Mendoza,Las Heras,Uspallata,1,0,1,1,1,1,1,0,0
Mendoza,Lavalle,3 de Mayo,0,0,0,0,1,0,1,1,0
Mendoza,Lavalle,Barrio Alto del Olvido,0,0,0,0,0,0,0,0,0
Mendoza,Lavalle,Barrio Jocolí II,0,0,0,0,0,0,0,0,0
Mendoza,Lavalle,Barrio La Esperanza,0,0,0,0,0,0,0,0,0
Mendoza,Lavalle,Barrio La Palmera,0,0,0,0,0,0,0,0,0
Mendoza,Lavalle,Barrio La Pega,0,0,0,0,0,0,1,0,0
Mendoza,Lavalle,Barrio Lagunas de Bartoluzzi,0,0,0,0,0,0,0,0,0
Mendoza,Lavalle,Barrio Los Jarilleros,0,0,0,0,0,0,0,0,0
Mendoza,Lavalle,Barrio Los Olivos,1,0,0,0,0,0,1,0,0
Mendoza,Lavalle,Barrio Virgen del Rosario,0,0,0,0,0,0,0,0,0
Mendoza,Lavalle,Costa de Araujo,0,0,0,1,1,1,0,1,0
Mendoza,Lavalle,El Paramillo,0,0,0,0,0,0,0,0,0
Mendoza,Lavalle,El Vergel,0,0,0,0,0,0,0,1,0
Mendoza,Lavalle,Ingeniero Gustavo André,0,0,0,0,0,0,0,1,0
Mendoza,Lavalle,Jocolí,0,0,0,0,0,0,0,1,0
Mendoza,Lavalle,Jocolí Viejo,0,0,0,0,0,0,0,1,0
Mendoza,Luján de Cuyo,Agrelo,1,0,0,1,1,1,1,1,0
Mendoza,Luján de Cuyo,Barrio Adina I Y Ii,0,0,0,0,1,1,0,0,0
Mendoza,Luján de Cuyo,Barrio Perdriel IV,0,0,0,1,1,0,0,1,0
Mendoza,Luján de Cuyo,Cacheuta,1,0,0,0,1,1,1,1,0
Mendoza,Luján de Cuyo,CARRODILLA,0,0,0,1,1,1,0,1,0
Mendoza,Luján de Cuyo,CHACRAS DE CORIA,0,0,0,1,1,1,0,1,0
Mendoza,Luján de Cuyo,Costa Flores,0,0,0,1,1,1,0,1,0
Mendoza,Luján de Cuyo,El Carmelo,0,0,0,0,0,0,0,0,0
Mendoza,Luján de Cuyo,El Carrizal,0,0,0,0,1,0,0,1,0
Mendoza,Luján de Cuyo,El Salto,0,0,0,0,0,0,1,1,0
Mendoza,Luján de Cuyo,La Puntilla,0,0,0,1,0,0,0,1,0
Mendoza,Luján de Cuyo,Las Carditas,0,0,0,0,0,0,0,0,0
Mendoza,Luján de Cuyo,Las Compuertas,1,0,1,0,1,0,1,1,0
Mendoza,Luján de Cuyo,Las Vegas,0,0,0,0,0,0,1,1,0
Mendoza,Luján de Cuyo,Los Manantiales,0,0,0,0,1,1,0,0,0
Mendoza,Guaymallén,PEDRO MOLINA,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,Puente de Hierro,1,0,1,0,1,1,1,1,0
Mendoza,Guaymallén,RODEO DE LA CRUZ,0,0,0,1,1,1,0,0,1
Mendoza,Guaymallén,SAN FRANCISCO DEL MONTE,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,San Jose,0,0,0,1,1,1,0,0,0
Mendoza,Guaymallén,VILLA NUEVA,0,0,0,0,1,1,0,0,0
Mendoza,Junín,ALTO VERDE,0,0,0,0,0,0,0,0,0
Mendoza,Junín,Ingeniero Giagnoni,1,0,1,1,1,1,1,1,0
Mendoza,Junín,Junín,1,0,1,1,1,1,1,1,0
Mendoza,Junín,La Colonia,0,0,0,1,1,1,0,1,1
Mendoza,Junín,Los Barriales,1,0,1,0,1,1,1,1,0
Mendoza,Junín,Medrano,0,0,0,0,0,0,0,1,0
Mendoza,Junín,Phillips,0,0,0,0,0,0,1,1,0
Mendoza,Junín,Rodríguez Peña,0,0,0,0,1,0,1,1,0
Mendoza,La Paz,Desaguadero,0,0,0,0,1,1,1,0,0
Mendoza,La Paz,La Paz,1,0,0,1,1,1,1,0,0
Mendoza,La Paz,Villa Antigua,0,0,0,0,0,0,0,0,0
Mendoza,Las Heras,Blanco Encalada,0,0,0,0,0,0,1,0,0
Mendoza,Las Heras,Capdeville,0,0,0,0,1,0,0,0,0
Mendoza,Las Heras,El Algarrobal,0,0,0,1,1,1,0,0,0
Mendoza,Las Heras,El Borbollon,0,0,0,0,1,1,0,0,0
Mendoza,Las Heras,EL CHALLAO,0,0,0,1,0,0,0,0,0
Mendoza,Las Heras,EL PLUMERILLO,0,0,0,1,1,1,0,0,0
Mendoza,Las Heras,EL RESGUARDO,0,0,0,1,0,1,0,0,0
Mendoza,Las Heras,EL ZAPALLAR,0,0,0,1,1,1,0,0,0
Mendoza,Las Heras,Jocolí,0,0,0,0,1,1,1,0,0
Mendoza,Las Heras,La Cieneguita,0,0,0,0,1,1,0,0,0
Mendoza,Las Heras,Las Cuevas,0,0,0,0,1,1,0,0,0
Mendoza,Las Heras,Las Heras,1,1,1,1,1,1,1,1,1
Mendoza,Las Heras,Los Penitentes,0,0,0,0,0,0,0,0,0
Neuquen,Ñorquín,Caviahué,0,0,1,0,1,0,1,1,1
Neuquen,Ñorquín,Copahue,0,0,0,0,0,0,1,1,0
Neuquen,Ñorquín,El Cholar,0,0,0,0,0,0,1,1,1
Neuquen,Ñorquín,El Huecú,0,0,0,0,1,0,1,1,1
Neuquen,Ñorquín,Taquimilán,0,0,0,0,0,0,1,1,0
Neuquen,Pehuenches,Barrancas,0,0,0,0,0,0,1,1,1
Neuquen,Pehuenches,Buta Ranquil,0,0,0,0,1,0,1,0,1
Neuquen,Pehuenches,Octavio Pico,0,0,0,0,0,0,0,0,0
Neuquen,Pehuenches,Rincón de los Sauces,1,1,1,1,1,1,1,1,1
Neuquen,Picún Leufú,El Sauce,0,0,0,0,0,0,0,0,0
Neuquen,Picún Leufú,Paso Aguerre,0,0,0,0,0,0,1,0,0
Neuquen,Picún Leufú,Picún Leufú,0,0,0,0,1,0,1,1,1
Neuquen,Picunches,Bajada del Agrio,0,0,0,0,1,0,1,0,0
Neuquen,Picunches,La Buitrera,0,0,0,0,0,0,0,0,1
Neuquen,Picunches,Las Lajas,0,0,1,0,1,0,1,0,1
Neuquen,Picunches,Quili Malal,0,0,0,0,0,0,0,0,0
Neuquen,Zapala,Covunco Centro,0,0,0,0,1,0,0,0,0
Mendoza,Maipú,Fray Luis Beltrán,1,1,1,1,1,1,1,1,0
Mendoza,Maipú,GENERAL GUTIERREZ,0,0,0,1,1,1,0,0,0
Mendoza,Maipú,LUZURIAGA,0,0,0,1,1,1,0,0,0
Mendoza,Maipú,Maipú,1,1,1,1,1,1,1,1,0
Mendoza,Maipú,Rodeo del Medio,1,0,1,1,1,1,1,1,0
Mendoza,Maipú,Russell,1,0,1,1,1,1,1,0,0
Mendoza,Maipú,San Roque,1,0,1,1,1,1,1,1,0
Mendoza,Maipú,Villa Teresa,0,0,0,0,0,0,0,1,0
Mendoza,Malargüe,Agua Escondida,0,0,0,0,1,1,0,0,1
Mendoza,Malargüe,Bardas Blancas,0,0,0,0,1,0,1,0,0
Mendoza,Malargüe,Las Leñas,0,0,0,1,1,1,1,0,0
La Rioja,Coronel Felipe Varela,Pagancillo,0,0,0,1,1,0,0,1,0
La Rioja,Coronel Felipe Varela,Santa Clara,0,0,0,0,0,0,0,0,0
La Rioja,Coronel Felipe Varela,Villa Unión,0,1,0,1,1,0,1,1,1
La Rioja,Famatina,Alto Carrizal,0,0,0,0,0,0,0,0,0
La Rioja,Famatina,Angulos,0,0,0,0,0,0,0,1,0
La Rioja,Famatina,Antinaco,0,0,0,0,0,0,0,0,0
La Rioja,Famatina,Bajo Carrizal,0,0,0,0,0,0,0,0,0
La Rioja,Famatina,Campanas,0,0,0,1,1,0,1,1,0
La Rioja,Famatina,Chañarmuyo,0,0,0,0,0,0,0,1,0
La Rioja,Famatina,Famatina,1,1,0,1,1,1,1,1,0
La Rioja,Famatina,La Cuadra,0,0,0,0,0,0,0,1,0
La Rioja,Famatina,Pituil,0,0,0,0,1,0,1,1,0
La Rioja,Famatina,Plaza Vieja,0,0,0,0,0,0,0,0,0
La Rioja,Famatina,Santa Cruz,0,0,0,0,0,0,0,1,0
La Rioja,Famatina,Santo Domingo,0,0,0,0,0,0,0,0,0
La Rioja,General Angel V. Peñaloza,Punta de los Llanos,0,0,0,1,1,0,1,1,0
La Rioja,General Angel V. Peñaloza,Tama,1,0,0,1,1,0,1,1,0
La Rioja,General Belgrano,Castro Barros,0,0,0,0,0,0,0,1,0
La Rioja,General Belgrano,Chañar,1,0,0,1,0,1,1,1,0
Formosa,Matacos,Ingeniero Guillermo N. Juárez,1,0,0,0,1,1,1,1,1
Formosa,Patiño,Bartolomé de las Casas,0,0,0,0,0,0,0,1,1
Formosa,Patiño,Colonia Sarmiento,0,0,0,0,0,0,0,0,0
Formosa,Patiño,Comandante Fontana,0,0,0,0,1,1,1,1,0
Formosa,Patiño,El Recreo,0,0,0,0,0,0,0,0,0
Formosa,Patiño,Estanislao del Campo,1,0,0,0,1,0,1,1,0
Formosa,Patiño,Fortín Cabo 1º Lugones,0,0,0,0,1,0,0,1,0
Formosa,Patiño,Fortín Sargento 1º Leyes,0,0,0,0,0,0,0,1,1
Formosa,Patiño,Ibarreta,1,0,0,0,1,1,1,1,1
Formosa,Patiño,Juan G. Bazán,0,0,0,0,1,0,0,1,0
Formosa,Patiño,Las Lomitas,1,0,0,1,1,1,1,1,1
Formosa,Patiño,Posta Cambio Zalazar,0,0,0,0,1,0,0,1,0
Formosa,Patiño,Pozo del Tigre,1,0,0,1,1,1,1,1,0
Formosa,Patiño,San Martín I,0,0,0,0,0,0,0,1,0
Formosa,Patiño,San Martín II,0,0,0,1,1,0,1,1,0
Jujuy,Susques,Olacapato,0,0,0,1,0,0,0,1,0
Formosa,Pilcomayo,Laguna Naick-Neck,1,0,0,0,1,0,1,1,1
Formosa,Pilcomayo,Palma Sola,0,0,0,0,1,0,0,1,0
Formosa,Pilcomayo,Puerto Pilcomayo,0,0,0,0,0,0,0,1,0
Formosa,Pilcomayo,Riacho He-He,0,0,0,1,1,1,1,1,0
Formosa,Pilcomayo,Riacho Negro,0,0,0,0,1,0,0,1,0
Formosa,Pilcomayo,Siete Palmas,1,0,0,1,1,0,1,1,0
Formosa,Pirané,Colonia Campo Villafañe,0,0,0,1,1,0,1,1,0
Formosa,Pirané,El Colorado,1,0,0,1,1,0,1,1,1
Formosa,Pirané,Palo Santo,0,1,0,0,1,1,1,1,1
Formosa,Pirané,Pirané,0,0,0,1,1,1,0,1,1
Formosa,Pirané,Villa Kilómetro 213,0,0,0,0,1,0,1,1,1
Formosa,Ramón Lista,El Potrillo,0,0,0,0,0,0,0,1,0
Formosa,Ramón Lista,El Quebracho,0,0,0,0,0,0,0,1,0
Entre Rios,Nogoyá,Hernández,1,0,0,0,1,1,1,1,1
Entre Rios,Nogoyá,Lucas González,1,0,0,0,1,1,1,1,0
Entre Rios,Nogoyá,Nogoyá,1,0,0,0,1,1,1,1,0
Entre Rios,Nogoyá,XX de Setiembre,0,0,0,0,0,0,1,1,0
Entre Rios,Paraná,Aldea María Luisa,0,0,0,0,1,0,1,1,0
Entre Rios,Paraná,Aldea San Juan,0,0,0,0,0,0,0,0,0
Entre Rios,Paraná,Aldea San Rafael,0,0,0,0,0,0,1,1,0
Entre Rios,Paraná,Aldea Santa María,0,0,0,0,0,0,1,0,0
Entre Rios,Paraná,Aldea Santa Rosa,0,0,0,0,0,0,0,0,0
Entre Rios,Paraná,Cerrito,1,1,0,0,1,1,1,1,1
Entre Rios,Paraná,Colonia Avellaneda,1,0,0,0,1,1,1,1,0
Entre Rios,Paraná,Colonia Crespo,0,0,0,0,0,0,0,0,0
Entre Rios,Paraná,Colonia Merou,0,0,0,0,0,0,0,0,0
Entre Rios,Paraná,Crespo,1,1,0,1,1,1,1,1,0
Entre Rios,Paraná,Crucesitas Séptima Sección,0,0,0,0,0,0,0,1,0
Entre Rios,Paraná,El Palenque,0,0,0,0,1,0,1,1,0
Entre Rios,Diamante,General Ramírez,1,1,0,0,1,1,1,1,0
Entre Rios,Diamante,La Juanita,0,0,0,0,0,0,0,0,0
Entre Rios,Diamante,Las Jaulas,0,0,0,0,0,0,0,0,0
Entre Rios,Diamante,Paraje La Virgen,0,0,0,0,0,0,0,0,0
Entre Rios,Diamante,Puerto Las Cuevas,0,0,0,0,0,0,0,0,0
Entre Rios,Diamante,Strobel,0,1,0,0,1,1,0,0,0
Entre Rios,Diamante,Villa Libertador San Martín,1,0,0,0,1,1,1,1,0
Entre Rios,Federación,Chajarí,1,1,0,1,1,1,1,1,0
Entre Rios,Federación,Colonia Alemana,0,0,0,0,0,0,0,1,0
Entre Rios,Federación,Colonia Ensanche Sauce,0,0,0,0,1,0,0,1,0
Entre Rios,Federación,Colonia La Argentina,0,0,0,0,1,1,1,1,0
Entre Rios,Federación,Colonia Peña,0,0,0,0,0,0,0,1,0
Entre Rios,Federación,Colonia Santa María,0,0,0,0,1,0,0,1,0
Entre Rios,Federación,Federación,1,0,0,1,1,1,1,1,0
Entre Rios,Federación,Los Conquistadores,0,1,0,0,1,1,1,1,0
Entre Rios,Federación,San Jaime de la Frontera,0,1,0,0,1,1,1,1,0
Formosa,Ramón Lista,General Mosconi,0,0,0,1,0,0,1,1,1
Jujuy,Cochinoca,Abdón Castro Tolay,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,Abra Pampa,0,0,0,0,1,0,1,1,1
Jujuy,Cochinoca,Abralaite,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,Agua de Castilla,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,Casabindo,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,Cochinoca,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,La Redonda,0,0,0,0,0,0,0,0,1
Jujuy,Cochinoca,Puesto del Marquéz,0,0,0,1,1,0,0,0,0
Jujuy,Cochinoca,Quebraleña,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,Quera,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,Rinconadillas,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,San Francisco de Alfarcito,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,Santa Ana de la Puna,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,Santuario de Tres Pozos,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,Tambillos,0,0,0,0,0,0,0,0,0
Jujuy,Cochinoca,Tusaquillas,0,0,0,0,0,0,0,0,0
Jujuy,Doctor Manuel Belgrano,Dr. Manuel Belgrano,0,0,0,1,0,0,0,1,1
Jujuy,Doctor Manuel Belgrano,Guerrero,1,1,0,0,1,1,1,0,0
Jujuy,Doctor Manuel Belgrano,La Almona,0,1,0,1,0,0,0,0,0
Jujuy,Doctor Manuel Belgrano,León,0,1,0,0,0,0,0,0,1
Jujuy,Doctor Manuel Belgrano,Lozano (Ap. Chañi),0,0,0,0,1,1,1,1,0
Jujuy,Doctor Manuel Belgrano,Ocloyas,0,0,0,0,0,0,0,0,0
Jujuy,Doctor Manuel Belgrano,San Pablo De Reyes,0,0,0,0,0,0,0,0,0
Jujuy,Doctor Manuel Belgrano,San Salvador de Jujuy (Est. Jujuy),1,1,0,1,1,1,1,1,1
Jujuy,Doctor Manuel Belgrano,Yala,0,0,0,0,1,1,1,1,1
Jujuy,El Carmen,Aguas Calientes,0,0,0,0,0,0,0,1,0
Jujuy,El Carmen,Barrio El Milagro,0,0,0,0,0,0,0,0,0
Jujuy,El Carmen,Barrio La Unión,0,0,0,0,0,0,0,0,0
Jujuy,El Carmen,El Carmen,1,1,0,0,1,1,1,1,1
Jujuy,El Carmen,Fleming,0,0,0,0,1,1,0,0,0
Jujuy,El Carmen,Los Lapachos (Est. Maquinista Verón),0,0,0,0,1,1,0,0,0
Jujuy,El Carmen,Loteo San Vicente,0,0,0,0,1,0,0,0,0
Jujuy,El Carmen,Manantiales,0,0,0,0,1,1,0,0,1
Jujuy,El Carmen,Monterrico,0,1,0,0,1,1,1,1,1
Jujuy,El Carmen,Pampa Blanca,1,1,0,0,1,1,1,1,1
Jujuy,El Carmen,Perico,0,1,0,0,1,1,1,1,1
Jujuy,El Carmen,Pila Pardo,0,0,0,0,0,0,0,0,0
